 sid  |   code   | stid |   name    | ord |     val      
 5032 | r1thL8Yf |   13 | demo-1-pl |  10 | 3
 5033 | r1tjGcnU |   13 | demo-1-pl |   0 | 0
 5033 | r1tjGcnU |   13 | demo-1-pl |   2 | 1990
 5033 | r1tjGcnU |   13 | demo-1-pl |   3 | 4
 5033 | r1tjGcnU |   13 | demo-1-pl |   4 | 5
 5033 | r1tjGcnU |   13 | demo-1-pl |   6 | 0
 5033 | r1tjGcnU |   13 | demo-1-pl |   7 | 1
 5033 | r1tjGcnU |   13 | demo-1-pl |   8 | 1
 5033 | r1tjGcnU |   13 | demo-1-pl |   9 | 0
 5033 | r1tjGcnU |   13 | demo-1-pl |  10 | 3
 5034 | r1tZ6VcK |   13 | demo-1-pl |   0 | 0
 5034 | r1tZ6VcK |   13 | demo-1-pl |   2 | 1980
 5034 | r1tZ6VcK |   13 | demo-1-pl |   3 | 1
 5034 | r1tZ6VcK |   13 | demo-1-pl |   4 | 6
 5034 | r1tZ6VcK |   13 | demo-1-pl |   6 | 1
 5034 | r1tZ6VcK |   13 | demo-1-pl |   7 | 1
 5034 | r1tZ6VcK |   13 | demo-1-pl |   8 | 1
 5034 | r1tZ6VcK |   13 | demo-1-pl |   9 | 0
 5034 | r1tZ6VcK |   13 | demo-1-pl |  10 | 5
 5035 | r1t5wdYo |   13 | demo-1-pl |   0 | 0
 5035 | r1t5wdYo |   13 | demo-1-pl |   2 | 2004
 5035 | r1t5wdYo |   13 | demo-1-pl |   3 | 4
 5035 | r1t5wdYo |   13 | demo-1-pl |   4 | 4
 5035 | r1t5wdYo |   13 | demo-1-pl |   6 | 1
 5035 | r1t5wdYo |   13 | demo-1-pl |   7 | 1
 5035 | r1t5wdYo |   13 | demo-1-pl |   8 | 0
 5035 | r1t5wdYo |   13 | demo-1-pl |   9 | 0
 5035 | r1t5wdYo |   13 | demo-1-pl |  10 | 5
 5036 | r1t4xwMo |   13 | demo-1-pl |   0 | 0
 5036 | r1t4xwMo |   13 | demo-1-pl |   2 | 1985
 5036 | r1t4xwMo |   13 | demo-1-pl |   3 | 3
 5036 | r1t4xwMo |   13 | demo-1-pl |   4 | 4
 5036 | r1t4xwMo |   13 | demo-1-pl |   6 | 0
 5036 | r1t4xwMo |   13 | demo-1-pl |   7 | 1
 5036 | r1t4xwMo |   13 | demo-1-pl |   8 | 0
 5036 | r1t4xwMo |   13 | demo-1-pl |   9 | 0
 5036 | r1t4xwMo |   13 | demo-1-pl |  10 | 4
 5037 | r1ttAsVg |   13 | demo-1-pl |   0 | 0
 5037 | r1ttAsVg |   13 | demo-1-pl |   2 | 1986
 5037 | r1ttAsVg |   13 | demo-1-pl |   3 | 0
 5037 | r1ttAsVg |   13 | demo-1-pl |   4 | 5
 5037 | r1ttAsVg |   13 | demo-1-pl |   6 | 1
 5037 | r1ttAsVg |   13 | demo-1-pl |   7 | 1
 5037 | r1ttAsVg |   13 | demo-1-pl |   8 | 1
 5037 | r1ttAsVg |   13 | demo-1-pl |   9 | 0
 5037 | r1ttAsVg |   13 | demo-1-pl |  10 | 3
 5038 | r1tDBtsG |   13 | demo-1-pl |   0 | 0
 5038 | r1tDBtsG |   13 | demo-1-pl |   2 | 1989
 5038 | r1tDBtsG |   13 | demo-1-pl |   3 | 3
 5038 | r1tDBtsG |   13 | demo-1-pl |   4 | 6
 5038 | r1tDBtsG |   13 | demo-1-pl |   6 | 0
 5038 | r1tDBtsG |   13 | demo-1-pl |   7 | 1
 5038 | r1tDBtsG |   13 | demo-1-pl |   8 | 1
 5038 | r1tDBtsG |   13 | demo-1-pl |   9 | 0
 5038 | r1tDBtsG |   13 | demo-1-pl |  10 | 5
 5039 | r1treQzL |   13 | demo-1-pl |   0 | 0
 5039 | r1treQzL |   13 | demo-1-pl |   2 | 1992
 5039 | r1treQzL |   13 | demo-1-pl |   3 | 1
 5039 | r1treQzL |   13 | demo-1-pl |   4 | 6
 5039 | r1treQzL |   13 | demo-1-pl |   6 | 0
 5039 | r1treQzL |   13 | demo-1-pl |   7 | 0
 5039 | r1treQzL |   13 | demo-1-pl |   8 | 1
 5039 | r1treQzL |   13 | demo-1-pl |   9 | 0
 5039 | r1treQzL |   13 | demo-1-pl |  10 | 3
 5040 | r1tN3vPz |   13 | demo-1-pl |   0 | 1
 5040 | r1tN3vPz |   13 | demo-1-pl |   2 | 2001
 5040 | r1tN3vPz |   13 | demo-1-pl |   3 | 4
 5040 | r1tN3vPz |   13 | demo-1-pl |   4 | 4
 5040 | r1tN3vPz |   13 | demo-1-pl |   6 | 1
 5040 | r1tN3vPz |   13 | demo-1-pl |   7 | 1
 5040 | r1tN3vPz |   13 | demo-1-pl |   8 | 1
 5040 | r1tN3vPz |   13 | demo-1-pl |   9 | 0
 5040 | r1tN3vPz |   13 | demo-1-pl |  10 | 4
 5041 | r1tGfPxE |   13 | demo-1-pl |   0 | 0
 5041 | r1tGfPxE |   13 | demo-1-pl |   2 | 1998
 5041 | r1tGfPxE |   13 | demo-1-pl |   3 | 1
 5041 | r1tGfPxE |   13 | demo-1-pl |   4 | 6
 5041 | r1tGfPxE |   13 | demo-1-pl |   6 | 1
 5041 | r1tGfPxE |   13 | demo-1-pl |   7 | 1
 5041 | r1tGfPxE |   13 | demo-1-pl |   8 | 1
 5041 | r1tGfPxE |   13 | demo-1-pl |   9 | 0
 5041 | r1tGfPxE |   13 | demo-1-pl |  10 | 4
 5042 | r1tXKd4A |   13 | demo-1-pl |   0 | 0
 5042 | r1tXKd4A |   13 | demo-1-pl |   2 | 1989
 5042 | r1tXKd4A |   13 | demo-1-pl |   3 | 4
 5042 | r1tXKd4A |   13 | demo-1-pl |   4 | 6
 5042 | r1tXKd4A |   13 | demo-1-pl |   6 | 1
 5042 | r1tXKd4A |   13 | demo-1-pl |   7 | 1
 5042 | r1tXKd4A |   13 | demo-1-pl |   8 | 1
 5042 | r1tXKd4A |   13 | demo-1-pl |   9 | 0
 5042 | r1tXKd4A |   13 | demo-1-pl |  10 | 4
 5044 | r1trviQN |   13 | demo-1-pl |   0 | 0
 5044 | r1trviQN |   13 | demo-1-pl |   2 | 1971
 5044 | r1trviQN |   13 | demo-1-pl |   3 | 4
 5044 | r1trviQN |   13 | demo-1-pl |   4 | 6
 5044 | r1trviQN |   13 | demo-1-pl |   6 | 0
 5044 | r1trviQN |   13 | demo-1-pl |   7 | 1
 5044 | r1trviQN |   13 | demo-1-pl |   8 | 1
 5044 | r1trviQN |   13 | demo-1-pl |   9 | 0
 5044 | r1trviQN |   13 | demo-1-pl |  10 | 5
 5045 | r1tpjNTm |   13 | demo-1-pl |   0 | 0
 5045 | r1tpjNTm |   13 | demo-1-pl |   2 | 1982
 5045 | r1tpjNTm |   13 | demo-1-pl |   3 | 1
 5045 | r1tpjNTm |   13 | demo-1-pl |   4 | 4
 5045 | r1tpjNTm |   13 | demo-1-pl |   6 | 0
 5045 | r1tpjNTm |   13 | demo-1-pl |   7 | 1
 5045 | r1tpjNTm |   13 | demo-1-pl |   8 | 0
 5045 | r1tpjNTm |   13 | demo-1-pl |   9 | 0
 5045 | r1tpjNTm |   13 | demo-1-pl |  10 | 4
 5046 | r1tQdi9K |   13 | demo-1-pl |   0 | 0
 5046 | r1tQdi9K |   13 | demo-1-pl |   2 | 1989
 5046 | r1tQdi9K |   13 | demo-1-pl |   3 | 3
 5046 | r1tQdi9K |   13 | demo-1-pl |   4 | 6
 5046 | r1tQdi9K |   13 | demo-1-pl |   6 | 1
 5046 | r1tQdi9K |   13 | demo-1-pl |   7 | 1
 5046 | r1tQdi9K |   13 | demo-1-pl |   8 | 1
 5046 | r1tQdi9K |   13 | demo-1-pl |   9 | 0
 5046 | r1tQdi9K |   13 | demo-1-pl |  10 | 5
 5047 | r1tmM4QH |   13 | demo-1-pl |   0 | 0
 5047 | r1tmM4QH |   13 | demo-1-pl |   2 | 1990
 5047 | r1tmM4QH |   13 | demo-1-pl |   3 | 1
 5047 | r1tmM4QH |   13 | demo-1-pl |   4 | 6
 5047 | r1tmM4QH |   13 | demo-1-pl |   6 | 0
 5047 | r1tmM4QH |   13 | demo-1-pl |   7 | 1
 5047 | r1tmM4QH |   13 | demo-1-pl |   8 | 1
 5047 | r1tmM4QH |   13 | demo-1-pl |   9 | 0
 5047 | r1tmM4QH |   13 | demo-1-pl |  10 | 3
 5049 | r1tutkbP |   13 | demo-1-pl |   0 | 0
 5049 | r1tutkbP |   13 | demo-1-pl |   2 | 1990
 5049 | r1tutkbP |   13 | demo-1-pl |   3 | 3
 5049 | r1tutkbP |   13 | demo-1-pl |   4 | 7
 5049 | r1tutkbP |   13 | demo-1-pl |   6 | 1
 5049 | r1tutkbP |   13 | demo-1-pl |   7 | 1
 5049 | r1tutkbP |   13 | demo-1-pl |   8 | 1
 5049 | r1tutkbP |   13 | demo-1-pl |   9 | 0
 5049 | r1tutkbP |   13 | demo-1-pl |  10 | 5
 5050 | r1tCCDYK |   13 | demo-1-pl |   0 | 1
 5050 | r1tCCDYK |   13 | demo-1-pl |   2 | 1991
 5050 | r1tCCDYK |   13 | demo-1-pl |   3 | 3
 5050 | r1tCCDYK |   13 | demo-1-pl |   4 | 6
 5050 | r1tCCDYK |   13 | demo-1-pl |   6 | 1
 5050 | r1tCCDYK |   13 | demo-1-pl |   7 | 1
 5050 | r1tCCDYK |   13 | demo-1-pl |   8 | 1
 5050 | r1tCCDYK |   13 | demo-1-pl |   9 | 0
 5050 | r1tCCDYK |   13 | demo-1-pl |  10 | 3
 5051 | r1tyZfRz |   13 | demo-1-pl |   0 | 1
 5051 | r1tyZfRz |   13 | demo-1-pl |   2 | 1976
 5051 | r1tyZfRz |   13 | demo-1-pl |   3 | 0
 5051 | r1tyZfRz |   13 | demo-1-pl |   4 | 6
 5051 | r1tyZfRz |   13 | demo-1-pl |   6 | 0
